"id";"Grischun_Display";"Grischun_Search";"Sursilvan_Display";"Sursilvan_Search";"Sutsilvan_Display";"Sutsilvan_Search";"Surmiran_Display";"Surmiran_Search";"Puter_Display";"Puter_Search";"Vallader_Display";"Vallader_Search";"German_Display";"German_Search";"French_Display";"French_Search";"Italian_Display";"Italian_Search";"English_Display";"English_Search";"Conjugation";"Lexical_Class_D";"Lexical_Class_R";"Source_Table_Name";"Source_Table_Row_ID"
7738;"begl stretg";"begl stretg";"begl stretg, begl manedel";"begl stretg, begl manedel";"bigl stretg";"bigl stretg";"bigl stigl";"bigl stigl";"bögl stret";"bögl stret";"bögl stret";"bögl stret";"Dünndarm";"dünndarm";"intestin grêle";"intestin grêle";"";"";"small intestine";"small intestine";"";"Nomen (m)";"num masculin";"meinpledari";6166
7739;"stretgamain";"stretgamain";"stretgamein";"stretgamein";"stretgameing";"stretgameing";"strètgamaintg";"strètgamaintg";"strettamaing";"strettamaing";"strettamaing";"strettamaing";"schmal, eng";"schmal, eng";"étroitement";"étroitement";"stretto, a";"stretto, a";"narrowly";"narrowly";"";"Adjektiv";"adjectiv";"meinpledari";6167
7740;"stria";"stria";"stria";"stria";"streia";"streia";"streia";"streia";"stria";"stria";"stria";"stria";"Hexe";"hexe";"sorcière";"sorcière";"";"";"witch";"witch";"";"Nomen (f)";"num feminin";"meinpledari";6168
7741;"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strikt";"strikt";"strict
(f: stricte)";"strict, stricte";"";"";"strict";"strict";"";"Adjektiv";"adjectiv";"meinpledari";6169
7742;"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"streng, strikt";"streng, strikt";"strict
(f: stricte)";"strict, stricte";"";"";"strict";"strict";"";"Adjektiv";"adjectiv";"meinpledari";6170
7743;"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strikt";"strikt";"sévère";"sévère";"";"";"strict";"strict";"";"Adjektiv";"adjectiv";"meinpledari";6169
7744;"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"streng, strikt";"streng, strikt";"sévère";"sévère";"";"";"strict";"strict";"";"Adjektiv";"adjectiv";"meinpledari";6170
7745;"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strikt";"strikt";"strict
(f: stricte)";"strict, stricte";"";"";"strict, severe";"strict, severe";"";"Adjektiv";"adjectiv";"meinpledari";6169
7746;"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"streng, strikt";"streng, strikt";"strict
(f: stricte)";"strict, stricte";"";"";"strict, severe";"strict, severe";"";"Adjektiv";"adjectiv";"meinpledari";6170
7747;"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strikt";"strikt";"sévère";"sévère";"";"";"strict, severe";"strict, severe";"";"Adjektiv";"adjectiv";"meinpledari";6169
7748;"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"strict";"streng, strikt";"streng, strikt";"sévère";"sévère";"";"";"strict, severe";"strict, severe";"";"Adjektiv";"adjectiv";"meinpledari";6170
7749;"striun";"striun";"striun";"striun";"striùn";"striùn";"striun";"striun";"striun";"striun";"striun";"striun";"Hexer";"hexer";"sorcier";"sorcier";"";"";"magician, conjurer, witch (m)";"witch";"";"Nomen (m)";"num masculin";"meinpledari";6171
7750;"strivla, sdrima";"strivla, sdrima";"sdrema";"sdrema";"sdrema, strema, stribla, strivla";"sdrema, strema, stribla, strivla";"strefla";"strefla";"strivla";"strivla";"stribla";"stribla";"Streifen";"streifen";"la rayure";"la rayure";"le strisce";"le strisce";"stripe";"stripe";"";"Nomen (m)";"num feminin";"meinpledari";6172
7751;"strivlà (f: strivlada, mpl: strivlads)
sdrimà (f: sdrimada, mpl: sdrimads)";"strivlà, strivlàds, strivlada, sdrimà, sdrimads, sdrimada";"sdrimau (mpl: sdrimai, f: sdrimada)";"sdrimau, sdrimai, sdrimada";"sdrimo (f: sdrimada), strivlo (f: strivlada)";"sdrimo, sdrimada, strivlo, strivlada";"striflo (f: striflada )";"striflo, striflada";"strivlo, strivleda";"cun strivlas, strivlo, strivleda";"striblà (mpl: striblats, f: stiblada)";"striblà, striblats, stiblada";"gestreift";"gestreift";"rayé
(f: rayée)";"rayé, rayée";"";"";"striped";"striped";"";"Adjektiv";"adjectiv";"meinpledari";6173
7752;"strucca";"strucca";"struha";"struha";"stuha";"stuha";"stroca";"stroca";"starvera";"starvera";"starvera";"starvera";"Schnupfen";"schnupfen";"rhume";"rhume";"";"";"sniffle";"sniffle";"";"Nomen";"num feminin";"meinpledari";6174
7753;"structura";"structura";"structura";"structura";"structura";"structura";"structura";"structura";"structura";"structura";"structura";"structura";"Struktur, Gliederung";"struktur, gliederung";"structure";"structure";"";"";"structure";"structure";"";"Nomen (f)";"num feminin";"meinpledari";6175
7754;"strusch";"strusch";"strusch";"strusch";"strusch";"strusch";"strousch";"strousch";"";"";"";"";"kaum";"kaum";"à peine";"à peine";"";"";"barely, hardly, scarcely";"barely, hardly, scarcely";"";"Adverb";"adverb";"meinpledari";6176
7755;"strut";"strut";"struz";"struz";"strut";"strut";"strut, nandel";"strut, nandel";"strüz";"strüz";"strüz";"strüz";"Strauss";"strauss";"autruche";"autruche";"";"";"ostrich";"ostrich";"";"Nomen (m)";"num masculin";"meinpledari";6177
7756;"struva";"struva";"struba";"struba";"struba";"struba";"struba";"struba";"scruv";"scruv";"scrauv";"scrauv";"Schraube";"schraube";"vis";"vis";"";"";"screw";"screw";"";"Nomen (f)";"num feminin";"meinpledari";6178
7757;"stuair";"stuair, stoss";"stuer";"stuer, stoi";"stuer";"stuer";"stueir";"stueir";"stuvair";"stuvair";"stuvair";"stuvair";"müssen";"müssen";"devoir (absolument)";"devoir";"dovere";"dovere";"must, have to";"must, have to";"";"Verb";"verb";"meinpledari";6179
7758;"studegiar";"studegiar";"studegiar";"studegiar";"stivgear, studagear, studagiar";"stivgear, studagear, studagiar, stevgia, stvgiagn, studeg, studagiagn";"stibgier";"stibgier, stebgia";"stüdger";"stüdger";"stübgiar";"stübgiar";"studieren";"studieren";"étudier";"étudier";"studiare";"studiare";"study, think about";"study";"";"Verb";"verb";"meinpledari";6180
7759;"student";"student";"student";"student";"student";"student";"student";"student";"student";"student";"student";"student";"Student";"student";"étudiant";"étudiant";"lo studente";"lo studente";"student (m)";"student";"";"Nomen (m)";"num masculin";"meinpledari";6181
7760;"studenta, studentessa";"studenta, studentessa";"studentessa";"studentessa";"studentessa";"studentessa";"studenta";"studenta";"studenta";"studenta";"studenta";"studenta";"Studentin";"studentin";"étudiante";"étudiante";"";"";"student (f)";"student";"";"Nomen (f)";"num feminin";"meinpledari";6182
7761;"studi";"studi";"studi";"studi";"studi";"studi";"studi";"studi";"stüdi";"stüdi";"stüdi";"stüdi";"Studium, Studie";"studium, studie";"études";"études";"";"";"study";"study";"";"Nomen";"num masculin";"meinpledari";6183
7762;"studio";"studio";"studio";"studio";"studio";"studio";"studio";"studio";"studio";"studio";"studio";"studio";"Studio";"studio";"studio";"studio";"";"";"studio";"studio";"";"Nomen";"num masculin";"meinpledari";6184
7763;"stuf (f: stuffa)";"stuffa";"unfis";"unfis";"stufi";"stufi";"stuf (f: stuffa)";"stuf, stuffa";"stüf/stüfch, stüfcha";"stuf, stufcha, stüf, stüfcha";"stuf, stufcha, stüf, stüfcha";"stuf, stufcha, stüf, stüfcha";"überdrüssig, satt";"überdrüssig, satt";"lassé, en avoir marre de";"lassé, en avoir marre de";"";"";"tired, fed up";"tired, fed up";"";"Adjektiv";"adjectiv";"meinpledari";6185
7764;"stupent";"stupent";"stupent";"stupent";"stupent";"stupent";"stupent";"stupent";"stupend";"stupend";"stupend";"stupend";"prächitg, vorzüglich, grossartig, herrlich";"prächitg, vorzüglich, grossartig, herrlich";"magnifique, incroyable, extraordinaire";"magnifique, incroyable, extraordinaire";"";"";"wonderful, stupendous, brilliant";"wonderful, stupendous";"";"Adjektiv";"adjectiv";"meinpledari";6186
7765;"pulit";"pulit";"pulit";"pulit";"pulit";"pulit";"pulit";"pulit";"pulit";"pulit";"pulit";"pulit";"recht, ordentlich, nett, brav, anständig";"recht, ordentlich, nett, brav, anständig";"OK, en ordre, bon";"ok, en ordre, bon";"";"";"nice, fine, right, OK";"nice, fine, right, ok";"";"Adjektiv";"adjectiv";"meinpledari";6187
7766;"flot (f: flotta)";"flotta";"flot (f: flotta)";"flotta";"flot, stupend";"flot, stupend";"flot (f: flotta)";"flotta";"flot (f: flotta)";"flotta";"flott";"flotta";"flott, fröhlich";"flott, fröhlich";"bon, sympa";"bon, sympa";"";"";"nice, stupendous, magnificent, cool";"nice, cool, stupendous, magnificent";"";"Adjektiv";"adjectiv";"meinpledari";6188
7767;"cool";"cool";"cool";"cool";"cool";"cool";"cool";"cool";"cool";"cool";"cool";"cool";"flott, fröhlich, cool";"flott, fröhlich, cool";"cool, bon, sympa";"cool, bon, sympa";"";"";"nice, stupendous, magnificent, cool";"nice, cool, stupendous, magnificent";"";"Adjektiv";"adjectiv";"meinpledari";6189
7768;"sturn";"sturn";"stuorn";"stuorn";"sturn";"sturn";"sturn";"sturn";"stuorn";"stuorn";"stuorn";"stuorn";"betrunken, besoffen";"betrunken, besoffen";"ivre";"ivre";"";"";"drunk";"drunk";"";"Adjektiv";"adjectiv";"meinpledari";6190
7769;"aiver (f: aivra)";"aiver, aivra";"eiver (f: eivra)";"eiver, eivra";"";"";"bavia (f: baveida), sburgnia (f: sburgneida), bambo";"bavia, baveida, sburgnia, sburgneida, bambo";"aiver (f: aivra)";"aiver, aivra";"aiver (f: aivra)";"aiver, aivra";"betrunken, besoffen";"betrunken, besoffen";"ivre";"ivre";"";"";"drunk";"drunk";"";"Adjektiv";"adjectiv";"meinpledari";6191
7770;"sturnadad bovina (BSE)";"sturnadad bovina";"stuornadad bovina";"sturnadad bovina";"sturnadad bovina";"sturnadad bovina";"sturnadad bovina";"sturnadad bovina";"sturnatüna bovina";"sturnatüna bovina";"sturnatüna bovina";"sturnatüna bovina";"Rinderwahnsinn, BSE";"rinderwahnsinn, bse";"maladie de la vache folle";"maladie de la vache folle";"";"";"BSE, bovine spongiform encephalopathy, mad cow disease";"bse, bovine spongiform encephalopathy, mad cow disease";"";"Nomen";"num feminin";"meinpledari";6192
7771;"suandant";"suandant";"suandont, sequent";"suandont, sequent";"saundànt, savundànt, sequent";"saundànt, savundànt, sequent";"suandont, sequent";"suandont, sequent";"seguaint";"seguaint";"seguaint";"seguaint";"folgend, nachfolgend";"folgend, nachfolgend";"suivant
(f: suivante)";"suivant, suivante";"";"";"following";"following";"";"Adjektiv";"adjectiv";"meinpledari";6193
7772;"cuntinuaziun suonda";"cuntinuaziun suonda";"cuntinuaziun suonda";"cuntinuaziun suonda";"vean continuo/continuada";"vean continuo, vean continuada";"cuntinuaziun suonda";"cuntinuaziun suonda";"la cuntinuaziun segua";"cuntinuaziun";"la cuntinuaziun segua";"cuntinuaziun";"Fortsetzung folgt";"fortsetzung folgt";"à suivre...";"à suivre...";"";"";"to be continued, (watch this space)";"to be continued";"";"kompl. Ausdruck";"num feminin";"meinpledari";6194
7773;"suandar";"suandar";"suandar
(jeu suondel)";"suandar, suondel";"saguter, savundar, suandar";"saguter, savundar, suandar, savund, savundagn";"suandar";"suandar";"seguir";"seguir";"seguir";"seguir";"folgen, nachfolgen";"folgen, nachfolgen";"suivre";"suivre";"seguire";"seguire";"follow";"follow";"";"Verb";"verb";"meinpledari";6195
7774;"admiratur, fan";"admiratur, fan";"admiratur, fan";"admiratur, fan";"admiratur, fan";"admiratur, fan";"admiratour, fan";"admiratour, fan";"admiratur (pl: admiratuors), fan";"admiratur, admiratuors, fan";"admiratur (pl: admiratuors), fan";"admiratur, admiratuors, fan";"Fan";"fan";"fan, admirateur";"fan, admirateur";"";"";"fan, supporter, follower (m)";"fan, supporter";"";"Nomen";"num masculin";"meinpledari";6196
7775;"admiratura";"admiratura";"admiratura";"admiratura";"admiratura";"admiratura";"admiratoura";"admiratoura";"admiratura";"admiratura";"admiratura";"admiratura";"Fan";"fan";"admiratrice";"admiratrice";"";"";"fan, supporter, follower (f)";"fan, admirer, supporter, follower";"";"Nomen";"num feminin";"meinpledari";6197
7776;"subconscient";"subconscient";"subcunscient";"subcunscient";"sutcunsziaint";"sutcunszient";"subcunsciaint";"subcunsciaint";"subconsciaint";"subconsciaint";"subconsciaint";"subconsciaint";"unterbewusst";"unterbewusst";"subconscient";"subconscient";"";"";"subconscious";"subconscious";"";"Adjektiv";"adjectiv";"meinpledari";6198
7777;"subconscient";"subconscient";"subcunscienzia,
subschientschaa";"subcunscienzia, subschientschaa";"sutcunszienzia";"sutcunszienzia";"subcunsciaint
subschientschaa (f)";"subcunsciaint, subschientschaa";"subconsciaint";"subconsciaint";"subconsciaint";"subconsciaint";"Unterbewusstsein";"unterbewusstsein";"subconscient";"subconscient";"";"";"subconsciousness, the subconscious";"subconsciousness, subconscious";"";"Nomen (n)";"num masculin";"meinpledari";6199
7778;"";"";"";"";"subit";"subit";"subit";"subit";"subit, dalum";"subit, dalum";"subit";"subit";"sofort, sogleich, unverzüglich";"sofort, sogleich, unverzüglich";"immédiatement, tout de suite";"immédiatement, tout de suite";"";"";"immediately, at once";"immediately, at once";"";"Adverb";"adverb";"meinpledari";6200
7779;"subordinà
(f: subordinada, mpl: subordinads)";"subordinà, subordinada, subordinads";"m: subordinau(s); mpl: subordinai
f: subordinada";"subordinaus subordinai, subordinada";"m: subordino
f: subordinada";"subordino, subordinada";"subordino (f: subordinada)";"subordino, subordinada";"subordino (f: subordineda)";"subordino, subordineda";"subordinâ (f: subordinada, mpl: subordinats)";"subordinâ, subordinada, subordinats";"untergeordnet";"untergeordnet";"subordonné
(f: subordonnée)";"subordonné, subordonnée";"";"";"subordinate";"subordinate";"";"Adjektiv";"adjectiv";"meinpledari";6201
7780;"subvenziun";"subvenziun";"subvenziun";"subvenziun";"subvenziùn";"subvenziùn";"subvenziun";"subvenziun";"subvenziun";"subvenziun";"subvenziun";"subvenziun";"Subvention";"subvention";"subvention";"subvention";"le sovvenzioni";"le sovvenzioni";"subsidy";"subsidy";"";"Nomen (f)";"num feminin";"meinpledari";6202
7781;"suc";"suc";"suc";"suc";"gis, suc";"gis, suc";"suc";"suc";"sü, süj, schü";"sü, süj, schü";"sü, süj";"sü, süj";"Saft, Jus";"saft, jus";"jus";"jus";"";"";"juice";"juice";"";"Nomen (m)";"num masculin";"meinpledari";6203
7782;"suc";"suc";"suc";"suc";"suc";"gis, suc";"suc";"suc";"sü, süj";"sü, süj";"sü, süj";"sü, süj";"Saft";"saft";"suc";"suc";"";"";"sap";"sap";"";"Nomen (m)";"num masculin";"meinpledari";6204
7783;"suc d'oranschas";"suc d'oranschas";"suc d'oranschas";"suc d'oranschas";"suc d'oranschas, gis d?orànschas";"gis d'oranschas, suc d'oranschas";"suc d'oranschas";"suc d'oranschas";"süj d'orandschas";"süj d'orandschas";"sü d'orandschas, schü d'orandschas";"sü d'orandschas, schü d'orandschas";"Orangensaft";"orangensaft";"un jus d'orange";"un jus d'orange";"un succo d'arancia";"un succo d'arancia";"orange juice";"orange juice";"";"Nomen (m)";"num masculin";"meinpledari";6205
7784;"suc da maila, most dultsch";"suc da maila, most dultsch";"must dultsch, suc da meila";"must dultsch, suc da meila";"must dultsch";"must dultsch";"suc da meila, most doltsch, malada doltscha";"suc da meila, most doltsch, malada doltscha";"cider dutsch";"cider dutsch";"cider (dutsch)";"cider dutsch";"Süssmost, Apfelsaft";"süssmost, apfelsaft";"jus de pomme";"jus de pomme";"";"";"apple juice";"apple juice";"";"Nomen";"num masculin";"meinpledari";6206
7785;"succeder";"succeder";"succeder";"succeder";"suczeder";"suczeder";"succeder";"succeder";"succeder";"succeder";"succeder";"succeder";"geschehn";"geschehn";"arriver, se passer";"arriver, se passer";"";"";"happen";"happen";"";"Verb";"verb";"meinpledari";6207
7786;"capitar";"capitar";"capitar
(ei capeta che)";"capitar, capeta";"capitar";"capitar";"capitar";"capitar";"capiter";"capiter";"capitar";"capitar";"vorkommen, passieren";"vorkommen, passieren";"arriver, se passer";"arriver, se passer";"succedere, capitare";"succedere, capitare";"happen";"happen";"";"Verb";"verb";"meinpledari";6208
7787;"schabegiar";"schabegiar";"schabegiar";"schabegiar";"schabigear";"schabigear";"";"";"";"";"";"";"vorgehen";"vorgehen";"arriver, se passer";"arriver, se passer";"";"";"happen, occur";"happen";"";"Verb";"verb";"meinpledari";6209
7788;"success";"success";"success";"success";"suczess";"suczess";"success";"success";"success";"success";"success";"success";"Erfolg";"erfolg";"succès";"succès";"";"";"success";"success";"";"Nomen (m)";"num masculin";"meinpledari";6210
7789;"cun success";"cun success";"cun success";"cun success";"cun suczess";"cun suczess";"cun success";"cun success";"cun success";"cun success";"cun success";"cun success";"erfolgreich";"erfolgreich";"couronné
(f: couronnée) de succès, prospère";"couronné de succès, couronnée de succès, prospère";"";"";"successful";"successful";"";"Adjektiv";"adjectiv u adverb";"meinpledari";6211
7790;"cun success";"cun success";"cun success";"cun success";"cun suczess";"cun suczess";"cun success";"cun success";"cun success";"cun success";"cun success";"cun success";"erfolgreich";"erfolgreich";"couronné
(f: couronnée) de succès, prospère";"couronné de succès, couronnée de succès, prospère";"";"";"successful";"successful";"";"Adverb";"adjectiv u adverb";"meinpledari";6212
7791;"cun success";"cun success";"cun success";"cun success";"cun suczess";"cun suczess";"cun success";"cun success";"cun success";"cun success";"cun success";"cun success";"erfolgreich";"erfolgreich";"avec succès";"avec succès";"";"";"successful";"successful";"";"Adjektiv";"adjectiv u adverb";"meinpledari";6211
7792;"cun success";"cun success";"cun success";"cun success";"cun suczess";"cun suczess";"cun success";"cun success";"cun success";"cun success";"cun success";"cun success";"erfolgreich";"erfolgreich";"avec succès";"avec succès";"";"";"successful";"successful";"";"Adverb";"adjectiv u adverb";"meinpledari";6212
7793;"cun success";"cun success";"cun success";"cun success";"cun suczess";"cun suczess";"cun success";"cun success";"cun success";"cun success";"cun success";"cun success";"erfolgreich";"erfolgreich";"couronné
(f: couronnée) de succès, prospère";"couronné de succès, couronnée de succès, prospère";"";"";"successfully";"successfully";"";"Adjektiv";"adjectiv u adverb";"meinpledari";6211
7794;"cun success";"cun success";"cun success";"cun success";"cun suczess";"cun suczess";"cun success";"cun success";"cun success";"cun success";"cun success";"cun success";"erfolgreich";"erfolgreich";"couronné
(f: couronnée) de succès, prospère";"couronné de succès, couronnée de succès, prospère";"";"";"successfully";"successfully";"";"Adverb";"adjectiv u adverb";"meinpledari";6212
7795;"cun success";"cun success";"cun success";"cun success";"cun suczess";"cun suczess";"cun success";"cun success";"cun success";"cun success";"cun success";"cun success";"erfolgreich";"erfolgreich";"avec succès";"avec succès";"";"";"successfully";"successfully";"";"Adjektiv";"adjectiv u adverb";"meinpledari";6211
7796;"cun success";"cun success";"cun success";"cun success";"cun suczess";"cun suczess";"cun success";"cun success";"cun success";"cun success";"cun success";"cun success";"erfolgreich";"erfolgreich";"avec succès";"avec succès";"";"";"successfully";"successfully";"";"Adverb";"adjectiv u adverb";"meinpledari";6212
7797;"avair success";"avair success";"haver success";"haver success";"ver suczess";"ver suczess";"aveir success";"aveir success";"avair success";"avair success";"avair success";"avair success";"erfolgreich sein, Erfolg haben";"erfolgreich sein, erfolg haben";"avoir du succès, réussir";"avoir du succès, réussir";"";"";"succeed, be successful";"successful";"";"Verb";"verb";"meinpledari";6213
7798;"gartegiar";"gartegiar";"gartegiar";"gartegiar";"gartagear";"gartagear";"garteger";"garteger, gartegia";"gratager";"gratager";"gratiar";"gratiar";"gelingen, bestehen, Erfolg haben, geraten";"gelingen, bestehen, erfolg haben, geraten";"réussir";"réussir";"";"";"succeed (in)";"succeed";"";"Verb";"verb";"meinpledari";6214
7799;"reussir";"reussir";"reussir
(el reussescha)";"reussir, reussescha";"reussir";"reussir";"reuscheir";"reuscheir, reuschescha";"reuschir";"reuschir";"reuschir";"reuschir";"gelingen, bestehen, Erfolg haben, geraten";"gelingen, bestehen, erfolg haben, geraten";"réussir, avoir du succès";"réussir, avoir du succès";"avere successo, riuscire";"avere successo, riuscire";"succeed, be successful, bring to a successful conclusion";"succeed, be successful";"";"Verb";"verb";"meinpledari";6215
7800;"reussir";"reussir";"reussir
(el reussescha)";"reussir, reussescha";"reussir";"reussir";"reuscheir";"reuscheir, reuschescha";"reuschir";"reuschir";"reuschir";"reuschir";"gelingen, bestehen, Erfolg haben, geraten";"gelingen, bestehen, erfolg haben, geraten";"réussir, avoir du succès";"réussir, avoir du succès";"avere successo, riuscire";"avere successo, riuscire";"manage";"manage";"";"Verb";"verb";"meinpledari";6215
7801;"successiun";"successiun";"successiun";"successiun";"suczessiùn";"suczessiùn";"successiun";"successiun";"successiun";"successiun";"successiun";"successiun";"Reihenfolge, Folge, Abfolge";"reihenfolge, folge, abfolge";"succession";"succession";"";"";"order, succession";"order, succession";"";"Nomen (f)";"num feminin";"meinpledari";6216
7802;"successur";"successur";"successur";"successur";"suczessur";"suczessur";"successour";"successour";"successur";"successur";"successur";"successur";"Nachfolger";"nachfolger";"successeur";"successeur";"successore";"successore";"successor";"successor";"";"Nomen (m)";"num masculin";"meinpledari";6217
7803;"successura";"successura";"successura";"successura";"suczessura";"suczessura";"successoura";"successoura";"successura";"successura";"successura";"successura";"Nachfolgerin";"nachfolgerin";"successeur";"successeur";"";"";"successor";"successor";"";"Nomen (f)";"num feminin";"meinpledari";6218
7804;"suenter che";"suenter che";"suenter che";"suenter che";"suainter ca";"suainter ca";"siva tgi";"siva tgi";"zieva cha";"zieva cha";"davo cha";"davo cha";"nachdem";"nachdem";"après que";"après";"";"";"after";"after";"";"Konjunktion";"conjuncziun";"meinpledari";6219
7805;"ir suenter bara (a ...)";"ir suenter bara";"ir suenter bara (a ...)";"ir suenter bara";"ir suainter bara";"ir suainter bara";"eir siva bara (a ...)";"eir siva bara";"ir a funarel (da ?)";"ir a funarel";"ir a funeral (da ?)";"ir a funeral";"jemandem das Grabgeleit geben, jemandem das letzte Geleit geben";"jemandem das grabgeleit geben, jemandem das letzte geleit geben";"accompagner qqn à sa dernière demeure";"accompagner, dernière demeure";"accompagnare qualcuno all'ultima dimora";"accompagnare qualcuno all'ultima dimora";"attend someone's funeral";"funeral";"";"Verb";"verb";"meinpledari";6220
7806;"oz suentermezdi";"oz suentermezdi";"oz suentermiezdi";"oz suentermiezdi";"oz suaintermiezgi";"oz suaintermiezgi";"oz sivamezde";"oz sivamezde";"hoz zievamezdi";"hoz zievamezdi";"hoz davomezdi";"hoz davomezdi";"heute Nachmittag";"heute nachmittag";"cet après-midi";"cet après-midi";"";"";"this afternoon";"this afternoon";"";"Adverb/Nomen (m)";"num masculin";"meinpledari";6221
7807;"suentermezdi";"suentermezdi";"suentermiezdi";"suentermiezdi";"suaintermiezgi";"suaintermiezgi";"sivamezde";"sivamezde";"zievamezdi";"zievamezdi";"davomezdi";"davomezdi";"Nachmittag";"nachmittag";"après-midi";"après-midi";"pomeriggio";"pomeriggio";"afternoon";"afternoon";"";"Nomen (m)";"num masculin";"meinpledari";6222
7808;"suffizient";"suffizient, suffizienta";"sufficient";"sufficient";"bastànt, suffziaint";"bastànt, suffziaint";"suffiziaint";"suffiziaint";"sufficiaint";"sufficiaint";"sufficiaint";"sufficiaint";"genügend";"genügend";"suffisant
(f: suffisante)";"suffisant, suffisante";"sufficiente";"sufficiente";"sufficient, enough";"sufficient, enough";"";"Adjektiv";"adjectiv";"meinpledari";6223
7809;"sufflar, buffar";"sufflar, buffar";"sufflar, buffar";"suflar, buffar";"zuflar, bufar";"zuflar, bufar";"zuflar";"zuflar";"zufler, buffer";"zufler, buffer";"sofflar, boffar";"sofflar, boffar";"blasen";"blasen";"souffler";"souffler";"soffiare";"soffiare";"blow";"blow, blew, blown";"";"Verb";"verb";"meinpledari";6224
7810;"suga / sughet";"suga, sughet";"suga, sughet";"suga, sughet";"suja";"suja";"soua";"soua";"sua";"sua";"sua";"sua";"Seil";"seil";"corde";"corde";"";"";"rope";"rope";"";"Nomen";"num feminin / num masculin";"meinpledari";6225
7811;"sugerir";"sugerir";"suggerir";"suggerir";"sugerir";"sugerir";"suggerar";"suggerar, suggerescha";"sugerir";"sugerir, sugereschan";"sugerir";"sugerir";"suggerieren, einflüstern";"suggerieren, einflüstern";"suggérer";"suggérer";"";"";"suggest";"suggest";"";"Verb";"verb";"meinpledari";6226
7812;"suita";"suita";"suita";"suita";"suita";"suita";"suita";"suita";"suita";"suita";"suita";"suita";"Suite";"suite";"suite";"suite";"";"";"suite";"suite";"";"Nomen (f)";"num feminin";"meinpledari";6227
7813;"sulegl";"sulegl";"sulegl";"sulegl";"sulegl";"sulegl";"suglegl";"suglegl";"sulagl";"sulagl";"sulai";"sulai";"Sonne";"sonne";"soleil";"soleil";"";"";"sun";"sun";"";"Nomen (f)";"num masculin";"meinpledari";6228
7814;"levada dal sulegl";"levada dal sulegl";"levada dil sulegl";"levada dil sulegl";"levada digl sulegl";"levada digl sulegl";"lavada digl suglegl";"lavada digl suglegl";"alver dal sulagl (m)";"alver dal sulagl";"alvar dal sulai";"alvar dal sulai";"Sonnenaufgang";"sonnenaufgang";"lever de soleil";"lever de soleil";"";"";"sunrise";"sunrise, sun-rise, sun rise";"";"Adjektiv";"adjectiv";"meinpledari";6229
7815;"sulegliv";"sulegliv";"sulegliv";"sulegliv";"sulagliv";"sulagliv";"sugliagleiv";"sugliagleiv";"sulagliv";"sulagliv";"sulagliv";"sulagliv";"sonnig";"sonnig";"ensoleillé";"ensoleillé";"";"";"sunny";"sunny";"";"Adjektiv";"adjectiv";"meinpledari";6230
7816;"suler";"suler";"zuler";"zuler";"zuler";"zuler";"suler, pierti";"suler, pierti";"suler";"suler";"suler, piertan";"suler, piertan";"Gang, Hausflur";"gang, hausflur";"couloir, corridor";"couloir, corridor";"corridoio";"corridoio";"corridor, lobby, hall";"corridor, lobby, hall";"";"Nomen (m)";"num masculin";"meinpledari";6231
7817;"sulet (f: suletta)";"sulet, suletta";"sulet, persul";"sulet, persul";"sulet, parsul";"sulet, parsul";"sulet";"sulet";"sulet";"sulet";"sulet";"sulet";"allein, einzig";"allein, einzig";"seul
(f: seule), unique";"seul, seule, unique";"solo, a/unico,a";"solo, a/unico,a";"alone";"alone";"";"Adjektiv";"adjectiv";"meinpledari";6232
7818;"sulettamain";"sulettamain";"sulettamein";"sulettamein";"suletameing";"suletameing";"sulettamaintg";"sulettamaintg";"sulettamaing";"sulettamaing";"sulettamaing";"sulettamaing";"nur";"nur";"seulement";"seulement";"";"";"only, solely";"only, solely";"";"Adverb";"adverb";"meinpledari";6233
7819;"sumbriva";"sumbriva";"umbriva";"umbriva";"umbriva, umbrivgia";"umbriva, umbrivgia";"sumbreiva";"sumbreiva";"sumbriva";"sumbriva";"sumbriva";"sumbriva";"Schatten";"schatten";"l'ombre";"l'ombre";"ombra";"ombra";"shadow, shade";"shadow, shade";"";"Nomen (m)";"num feminin";"meinpledari";6234
7820;"a la sumbriva";"a la sumbriva";"ell'umbriva";"ell'umbriva";"a l'umbriva";"umbriva";"a sumbreiva";"a sumbreiva";"a sumbriva";"sumbriva";"a sumbriva";"sumbriva";"im Schatten";"im schatten";"à l'ombre";"à l'ombre";"";"";"in the shade, in the shadow";"shade, shadow";"";"Adverb";"adverb";"meinpledari";6235
